Cell	Celltype	Location_Smooth	X	Y	Z	T	Pou3f1	Mixl1	Mesp1	Sox17	Nodal	Bmp4	Eomes	Wnt3	Wnt3a	Fgf8	Celltype_Number
cell_5834	PS-Mes	7P	8.48E-01	3.48E+00	6.73E+00	0	0	0	0	0	0	0	1.58	0	0	1	3
cell_5838	PS-Mes	7P	4.07E-02	-4.01E-02	7.36E+00	1.58	0	3	2	0	0	0	1.58	0	0	3.17	3
cell_5850	PS-Mes	7P	2.69E-02	3.22E+00	6.79E+00	0	0	0	0	0	0	0	2	1	0	3	3
cell_5943	PS-Mes	7P	3.81E+00	3.14E-01	6.59E+00	2.58	0	3.17	1	0	0	0	1.58	0	0	2.58	3
cell_6613	PS-Mes	7P	2.40E+00	-1.75E+00	7.17E+00	2.32	0	1.58	0	0	0	0	1.58	0	0	1.58	3
cell_7337	PS-Mes	7P	-2.15E-02	3.58E+00	7.25E+00	0	1	1	0	0	0	0	2	0	0	2.32	3
cell_7396	PS-Mes	7P	8.38E-01	8.24E-02	7.23E+00	0	0	1.58	0	0	1	0	1	1	0	3.17	3
cell_7541	PS-Mes	7P	6.15E-01	3.52E+00	7.23E+00	2	0	0	0	0	1	0	2.58	0	0	1.58	3
cell_7565	PS-Mes	7P	3.87E-01	1.72E+00	7.36E+00	0	0	1	3	0	0	0	1.58	0	0	2	3
cell_7313	PS-Mes	7P	5.67E-01	3.58E+00	6.95E+00	2	0	3.32	4.75	0	0	0	2	1	0	2	3
cell_5885	PS-Mes	7P	1.12E+00	-6.63E-01	7.11E+00	0	1.58	1.58	0	0	0	0	2.32	0	0	3	3
cell_6011	PS-Mes	7P	2.03E+00	1.76E+00	6.89E+00	0	1	1	0	0	0	0	1.58	0	0	3	3
cell_7195	PS-Mes	7P	1.48E+00	-5.07E-01	7.49E+00	2.32	0	3.7	2.81	0	0	0	2.32	1	0	2	3
cell_5556	PS-Mes	7P	1.32E+00	1.17E+00	7.14E+00	2	0	2.32	0	0	0	0	1	0	0	3.17	3
cell_5570	PS-Mes	7P	4.06E-02	3.01E+00	7.16E+00	2	1	2.32	0	0	0	0	1	1	0	1.58	3
cell_5730	PS-Mes	7P	-1.15E+00	3.78E+00	7.06E+00	1	1	1.58	0	0	0	0	2	1	0	2.81	3
cell_6205	PS-Mes	7P	-2.35E+00	2.80E+00	6.90E+00	2	0	0	2.58	0	1	1	0	0	0	3.91	3
cell_6244	PS-Mes	7P	3.86E+00	-4.78E-01	7.00E+00	2.32	0	2.58	3.91	0	0	0	2.58	1	0	3.17	3
cell_6418	PS-Mes	7P	-4.19E-01	2.18E+00	7.23E+00	0	1	0	0	0	0	0	0	1	0	2	3
cell_6534	PS-Mes	7P	1.89E+00	-1.20E-01	6.86E+00	0	0	0	0	0	0	0	1	1.58	0	2.32	3
cell_6607	PS-Mes	7P	1.31E+00	9.36E-01	7.27E+00	0	0	0	0	0	1	0	0	1	0	2.32	3
cell_6712	PS-Mes	7P	-2.02E-01	1.61E+00	7.34E+00	0	1	2	2.81	0	0	1	2	1	0	1.58	3
cell_6794	PS-Mes	7P	1.35E+00	3.07E+00	7.07E+00	0	0	0	0	0	0	0	1.58	0	0	2	3
cell_6818	PS-Mes	7P	-8.29E-02	3.02E+00	6.94E+00	1.58	0	3	1.58	0	0	0	2	0	0	3.32	3
cell_6962	PS-Mes	7P	2.49E+00	7.86E-01	6.83E+00	0	0	1	0	0	1	0	1.58	0	0	3.46	3
cell_6983	PS-Mes	7P	3.59E+00	-7.57E-01	7.06E+00	0	1	1.58	1.58	0	0	0	3.58	1.58	0	4.09	3
cell_7082	PS-Mes	7P	5.09E-01	4.07E-01	7.40E+00	0	0	0	0	0	0	0	0	0	0	2	3
cell_7238	PS-Mes	7P	1.72E+00	2.27E+00	6.59E+00	1	0	0	0	0	0	0	1	0	0	2	3
cell_7252	PS-Mes	7P	2.56E+00	-1.79E+00	6.74E+00	0	0	2.32	0	0	0	0	2	0	0	1	3
cell_7578	PS-Mes	7P	3.40E+00	-7.86E-01	7.16E+00	0	0	1	0	0	0	0	1.58	1.58	0	2.58	3
cell_5776	PS-Mes	7P	2.93E-01	2.84E+00	6.66E+00	0	0	0	0	0	0	0	1	0	0	1.58	3
cell_6512	PS-Mes	7P	1.79E+00	-4.08E-01	7.16E+00	0	0	0	0	0	0	0	0	0	0	2.32	3
cell_6633	PS-Mes	7P	2.96E+00	5.41E-01	7.37E+00	0	0	0	0	0	1	0	1	1	0	2	3
cell_6845	PS-Mes	7P	-1.11E+00	3.74E+00	6.89E+00	1	0	1	2.32	0	1	0	2	0	0	1	3
cell_7389	PS-Mes	7P	2.47E+00	2.41E+00	6.73E+00	2.32	1	1	0	0	0	0	1.58	0	0	3.17	3
cell_6267	PS-Mes	7P	3.30E+00	-8.92E-01	7.27E+00	0	0	0	0	0	0	0	0	0	0	0	3
cell_6174	Epiblast	8A	1.82E+00	-3.50E+00	7.91E+00	0	1.58	2.81	0	1	0	0	1	0	0	2.32	1
cell_7610	Epiblast	8A	-4.04E+00	5.87E-01	7.82E+00	0	1	0	0	0	0	0	1.58	0	0	3.32	1
cell_6582	Epiblast	8A	-4.16E+00	-4.48E-01	7.69E+00	0	0	0	0	0	0	0	0	0	0	0	1
cell_6101	Epiblast	8A	-2.73E+00	-1.63E+00	8.05E+00	0	1	0	0	0	0	0	0	0	0	0	1
cell_6352	Epiblast	8A	3.81E-01	-3.67E+00	7.84E+00	0	1.58	0	0	0	0	0	1	0	0	1.58	1
cell_6564	Epiblast	8A	-1.21E+00	6.52E-01	8.26E+00	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_6717	Epiblast	8A	4.58E-01	-1.55E+00	8.15E+00	0	1	0	0	0	0	0	0	0	0	0	1
cell_7554	Epiblast	8A	2.17E+00	-2.60E+00	7.91E+00	0	2	0	0	0	0	0	0	0	0	0	1
cell_7617	Epiblast	8A	-2.11E+00	-3.48E+00	7.81E+00	0	1.58	0	0	0	0	0	1.58	0	0	1.58	1
cell_5535	Epiblast	8A	1.24E+00	-3.00E+00	7.90E+00	0	2.32	0	0	0	0	0	1	0	0	1.58	1
cell_6770	Epiblast	8A	-2.79E+00	-1.18E+00	8.41E+00	0	2.81	0	0	0	0	0	0	0	0	0	1
cell_6773	Epiblast	8A	1.90E+00	-2.02E+00	8.50E+00	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_5883	Epiblast	8A	-3.16E+00	5.51E-01	8.09E+00	1	2.32	0	0	0	0	0	2	0	0	3.58	1
cell_7048	Epiblast	8A	-9.63E-03	-3.74E-01	7.65E+00	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_5829	Epiblast	8A	-2.41E+00	2.22E+00	8.50E+00	0	1.58	0	0	0	0	0	0	0	0	1.58	1
cell_6148	Epiblast	8A	-1.34E+00	-3.08E-01	7.63E+00	0	1.58	0	0	0	0	0	1	0	0	0	1
cell_5617	Epiblast	8A	-4.20E+00	4.40E-01	8.17E+00	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_5727	Epiblast	8A	-2.87E+00	-1.11E+00	7.79E+00	0	2	0	0	0	0	0	0	0	0	0	1
cell_5869	Epiblast	8A	-3.50E+00	1.34E+00	7.61E+00	0	1	0	0	0	0	0	1	0	0	0	1
cell_6130	Epiblast	8A	-5.71E-01	-9.19E-01	7.91E+00	0	2	0	0	1	0	0	0	0	0	0	1
cell_6759	Epiblast	8A	-3.32E+00	-1.45E+00	7.86E+00	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_6879	Epiblast	8A	5.17E-01	-3.69E+00	8.21E+00	0	1.58	0	0	0	0	0	0	0	0	1	1
cell_7158	Epiblast	8A	-2.57E+00	-3.12E+00	7.65E+00	0	1	0	0	0	0	0	0	0	0	1	1
cell_7321	Epiblast	8A	-2.98E+00	-1.24E+00	8.24E+00	0	0	0	0	0	0	0	1.58	1	0	2.58	1
cell_6040	Epiblast	8A	-2.42E+00	2.28E+00	7.72E+00	0	1	0	0	0	1	0	2.32	0	0	3.7	1
cell_7184	Epiblast	8A	9.70E-01	-3.26E+00	8.08E+00	0	1.58	0	0	0	0	0	1	0	0	1	1
cell_7239	Epiblast	8A	4.65E-01	-4.13E+00	8.09E+00	0	3.32	0	0	0	0	0	1	0	0	2.81	1
cell_6359	Epiblast	8A	-2.99E+00	1.38E+00	7.55E+00	0	2.58	0	0	0	0	0	0	1	0	0	1
cell_6671	Epiblast	8A	-4.45E-01	1.16E-01	7.73E+00	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_6678	Epiblast	8A	-6.03E-01	-3.56E+00	8.02E+00	0	1	0	0	0	0	0	0	0	0	0	1
cell_6951	Epiblast	8A	-1.36E+00	-4.01E+00	8.11E+00	0	1	0	0	0	0	0	0	0	0	2.32	1
cell_6478	Epiblast	8A	-2.77E+00	8.07E-01	7.83E+00	0	1.58	0	0	0	0	0	1	0	0	1	1
cell_6611	Epiblast	8A	-3.81E+00	-6.90E-01	7.65E+00	0	1	0	0	0	0	0	1.58	0	0	0	1
cell_5928	Epiblast	8A	-4.00E+00	1.37E-01	7.69E+00	0	2	0	0	0	0	0	0	0	0	0	1
cell_5715	Epiblast	8A	-5.03E-01	-5.42E-01	7.91E+00	0	1	0	0	0	0	0	0	0	0	1.58	1
cell_6681	Epiblast	8A	-3.46E-01	-3.28E+00	8.02E+00	0	1.58	0	0	0	0	0	1	0	0	0	1
cell_6987	Epiblast	8A	-1.23E+00	-3.63E+00	7.64E+00	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_6152	Epiblast	8A	-1.51E+00	-4.34E-01	8.15E+00	0	1.58	0	0	0	0	0	0	0	0	1	1
cell_6391	Epiblast	8A	-3.16E-01	1.39E-01	8.04E+00	0	1	0	0	0	0	0	0	0	0	0	1
cell_7467	Epiblast	8A	-2.96E+00	-1.25E+00	8.13E+00	0	0	0	0	0	0	0	0	0	0	0	1
cell_5561	Epiblast	8A	1.52E-01	-3.71E+00	8.33E+00	0	1	0	0	0	0	0	0	0	0	1	1
cell_5605	Epiblast	8A	-1.83E+00	-2.30E+00	8.36E+00	0	2	0	0	0	0	0	0	0	0	0	1
cell_5940	Epiblast	8A	-4.61E-01	-3.72E+00	7.58E+00	0	2	1.58	0	0	0	0	1	0	0	2.81	1
cell_6065	Epiblast	8A	-3.26E+00	2.27E+00	7.99E+00	0	0	0	0	0	0	0	0	1	0	0	1
cell_6670	Epiblast	8A	-5.81E-01	-2.78E+00	7.74E+00	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_6677	Epiblast	8A	-3.24E+00	-1.28E+00	8.49E+00	0	1	0	0	0	0	0	1	0	0	2	1
cell_6957	Epiblast	8A	8.98E-01	-2.61E+00	7.74E+00	0	0	0	0	0	0	0	0	0	0	0	1
cell_7210	Epiblast	8A	8.61E-02	-3.82E+00	8.38E+00	0	2	0	0	0	0	0	0	0	0	0	1
cell_7267	Epiblast	8A	-2.95E+00	-2.08E+00	7.79E+00	0	0	0	0	0	0	0	0	0	0	1.58	1
cell_5534	Epiblast	8A	-3.24E+00	1.81E-01	8.00E+00	0	0	0	0	0	0	0	0	0	0	0	1
cell_5929	Epiblast	8A	1.57E+00	-2.87E+00	7.95E+00	0	1	0	0	0	0	0	0	0	0	0	1
cell_5930	Epiblast	8A	1.92E+00	-2.07E+00	8.25E+00	0	1.58	0	0	0	0	0	1	0	0	0	1
cell_6551	Epiblast	8A	3.47E-01	-1.72E+00	8.42E+00	1	1	0	0	0	0	0	1	0	0	1.58	1
cell_6687	Epiblast	8A	-9.79E-01	-3.13E+00	7.89E+00	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_6762	Epiblast	8A	-2.60E+00	-1.82E+00	7.79E+00	0	1	0	0	0	0	0	0	0	0	0	1
cell_6911	Epiblast	8A	6.19E-01	-2.12E+00	8.22E+00	0	3	0	0	0	0	0	0	1	0	0	1
cell_7231	Epiblast	8A	-3.63E+00	1.52E+00	7.83E+00	0	0	0	0	0	0	0	0	0	0	1.58	1
cell_7022	Epiblast	8A	-3.90E+00	7.41E-01	8.42E+00	0	3	0	0	0	0	0	0	0	0	0	1
cell_7092	Epiblast	8A	-1.88E+00	-7.68E-01	8.41E+00	1	0	1	2.81	0	0	1	1	0	0	2.58	1
cell_7296	Epiblast	8A	-2.15E+00	7.50E-01	8.31E+00	0	0	3.46	3.46	0	0	0	2.32	1.58	0	2.81	1
cell_5504	Epiblast	8A	2.11E+00	-3.24E+00	8.37E+00	0	1.58	0	0	0	1	0	0	0	0	3	1
cell_6367	Epiblast	8A	-2.66E+00	1.86E+00	8.14E+00	0	1	0	0	0	0	0	0	0	0	3.17	1
cell_6764	Epiblast	8A	-3.42E+00	-2.10E+00	7.70E+00	1	0	1	0	0	0	0	1	0	0	2.32	1
cell_5792	Epiblast	8A	-1.56E+00	-2.51E+00	7.85E+00	0	1	0	0	0	1	0	0	1	1	3.17	1
cell_6859	Epiblast	8A	-9.70E-01	4.54E-01	8.28E+00	0	1.58	0	0	0	1	0	1	0	0	2.58	1
cell_7449	Epiblast	8A	-2.96E-01	-4.12E+00	8.43E+00	1.58	1	1	2.32	0	0	0	1.58	0	0	3.46	1
cell_6597	Epiblast	8A	-2.64E+00	-2.15E-01	8.41E+00	1	1	0	2.32	0	0	0	2	1.58	0	2.81	1
cell_6898	Epiblast	8A	-3.14E-01	-5.00E-01	7.82E+00	0	1	0	0	0	1	0	2.32	0	0	2	1
cell_7075	Epiblast	8A	-1.14E+00	-3.77E+00	8.42E+00	1	1	0	0	0	0	0	1.58	0	0	3.46	1
cell_6629	Epiblast	8A	-3.18E+00	9.08E-01	8.31E+00	0	1	0	0	0	0	0	1.58	0	0	3.32	1
cell_6927	Epiblast	8A	-5.87E-01	-2.75E+00	7.68E+00	0	1	0	0	0	0	0	1	0	0	3.58	1
cell_7436	Epiblast	8A	-2.63E+00	1.27E+00	8.03E+00	0	0	0	0	0	0	0	1	0	0	1	1
cell_7553	Epiblast	8A	-1.26E+00	1.14E+00	7.81E+00	1	1	1.58	2	0	0	0	2.32	0	0	2.58	1
cell_7096	Epi-Ect	8P	2.05E+00	2.15E+00	7.86E+00	0	0	0	0	0	0	0	0	0	0	0	4
cell_5840	Epi-Ect	8P	-1.96E-01	4.10E+00	8.07E+00	0	1.58	0	0	0	0	0	0	0	0	0	4
cell_6566	Epi-Ect	8P	-4.98E-01	1.82E+00	7.97E+00	0	0	0	0	0	0	0	1	0	0	1	4
cell_7285	Epi-Ect	8P	3.71E+00	1.85E+00	8.01E+00	0	2	0	0	0	0	0	0	1	0	1.58	4
cell_6236	Epi-Ect	8P	1.16E+00	3.33E+00	7.51E+00	0	1	0	0	0	0	1	0	0	0	1	4
cell_5842	Epi-Ect	8P	2.78E+00	2.17E+00	7.62E+00	0	1	0	0	0	0	0	0	0	0	0	4
cell_6387	Epi-Ect	8P	-1.76E+00	3.66E+00	8.18E+00	0	1	0	0	0	0	0	0	0	0	2.81	4
cell_5750	Epi-Ect	8P	-2.36E+00	2.49E+00	7.93E+00	0	0	0	0	0	0	0	0	0	0	0	4
cell_6733	Epi-Ect	8P	2.12E+00	-9.35E-01	7.74E+00	0	0	0	0	0	0	1	1	0	0	2.58	4
cell_7139	Epi-Ect	8P	2.93E-01	2.92E+00	8.27E+00	0	1.58	0	0	0	0	0	0	0	0	0	4
cell_5550	Epi-Ect	8P	-1.36E+00	1.81E+00	7.60E+00	0	0	0	0	0	0	0	2	0	0	2.58	4
cell_5618	Epi-Ect	8P	3.87E+00	-3.28E-01	8.03E+00	0	1	1	0	0	0	0	2.32	0	0	2.32	4
cell_5920	Epi-Ect	8P	1.67E+00	6.28E-01	7.74E+00	0	1	0	0	0	0	0	0	0	0	1	4
cell_6586	Epi-Ect	8P	3.93E+00	-3.84E-01	8.11E+00	0	0	0	0	0	1	0	0	0	0	2	4
cell_5659	Epi-Ect	8P	-1.32E+00	2.13E+00	7.53E+00	0	2.32	0	0	0	0	0	0	0	0	0	4
cell_6021	Epi-Ect	8P	3.92E+00	-7.94E-01	8.24E+00	0	1.58	0	0	0	0	0	0	0	0	0	4
cell_6445	Epi-Ect	8P	1.13E+00	3.88E+00	8.02E+00	0	1	0	0	0	0	0	0	0	0	0	4
cell_6939	Epi-Ect	8P	2.58E+00	9.49E-01	7.50E+00	0	2.32	0	0	0	0	0	0	0	0	1	4
cell_5456	Epi-Ect	8P	-1.26E-02	1.05E+00	8.21E+00	0	1	0	0	0	0	0	0	0	0	0	4
cell_5488	Epi-Ect	8P	3.30E+00	-6.45E-01	8.04E+00	0	0	0	0	0	0	0	0	0	0	0	4
cell_5588	Epi-Ect	8P	1.80E+00	5.17E-01	7.68E+00	0	1	0	0	0	0	0	1	0	0	1.58	4
cell_5655	Epi-Ect	8P	2.74E+00	-8.68E-01	8.21E+00	0	2.32	0	0	0	0	0	0	0	0	0	4
cell_6066	Epi-Ect	8P	3.89E+00	-1.42E+00	7.93E+00	0	2.81	0	0	0	0	0	0	0	0	0	4
cell_6072	Epi-Ect	8P	1.05E+00	2.73E+00	7.89E+00	0	1	0	0	0	0	0	0	0	0	3	4
cell_6086	Epi-Ect	8P	1.90E+00	6.56E-02	8.22E+00	0	1	0	0	0	1	0	1	0	0	0	4
cell_6245	Epi-Ect	8P	-1.99E+00	2.06E+00	8.42E+00	0	2.81	0	0	0	0	0	1	0	0	1	4
cell_6334	Epi-Ect	8P	1.65E+00	-1.24E+00	8.00E+00	0	1.58	0	0	0	0	0	1	0	0	0	4
cell_6615	Epi-Ect	8P	1.22E+00	1.37E+00	7.58E+00	0	1.58	0	0	0	0	0	0	0	0	0	4
cell_6930	Epi-Ect	8P	-1.16E+00	3.37E+00	8.26E+00	0	2.32	2.32	2.81	0	0	0	1	1	0	2	4
cell_6966	Epi-Ect	8P	3.67E+00	1.76E+00	7.52E+00	0	1	0	0	0	1	1	2	0	0	3	4
cell_7007	Epi-Ect	8P	1.74E-01	1.23E-01	7.90E+00	0	0	0	0	0	0	0	0	0	0	0	4
cell_7105	Epi-Ect	8P	5.47E-01	7.08E-01	7.73E+00	0	2	0	0	0	0	0	0	0	0	0	4
cell_7134	Epi-Ect	8P	2.98E+00	-2.62E+00	8.07E+00	0	0	0	0	0	0	0	1.58	0	0	2.58	4
cell_7320	Epi-Ect	8P	1.19E+00	-4.63E-01	8.25E+00	0	1.58	0	0	0	0	0	0	1	0	0	4
cell_7492	Epi-Ect	8P	6.59E-01	2.78E+00	8.23E+00	0	2	0	0	0	0	0	0	0	0	0	4
cell_7504	Epi-Ect	8P	6.69E-01	9.97E-01	8.09E+00	0	1.58	0	0	0	0	0	0	0	0	0	4
cell_6441	Epi-Ect	8P	1.11E+00	-1.70E-01	7.74E+00	0	3	0	0	0	0	0	1	0	0	2	4
cell_7043	Epi-Ect	8P	-2.96E-01	3.05E+00	7.61E+00	0	1	0	0	0	0	0	0	0	0	0	4
cell_5633	Epi-Ect	8P	3.79E+00	-1.52E+00	7.94E+00	0	1.58	0	0	0	0	0	0	0	0	1	4
cell_6616	Epi-Ect	8P	3.75E-01	2.29E+00	7.63E+00	0	0	0	0	0	1.58	0	0	1	0	2.32	4
cell_6753	Epi-Ect	8P	3.94E+00	-4.21E-01	7.60E+00	0	1	0	0	1	0	0	1	1	0	3.17	4
cell_7204	Epi-Ect	8P	-9.90E-01	3.68E+00	8.46E+00	0	1	0	0	0	0	0	1	0	0	1.58	4
cell_7377	Epi-Ect	8P	3.70E+00	-1.43E-01	8.36E+00	0	2	0	0	0	0	0	2	0	0	0	4
cell_7527	Epi-Ect	8P	2.28E+00	4.26E-01	8.13E+00	1	0	0	0	0	0	0	2.58	1	0	2.81	4
cell_7550	Epi-Ect	8P	3.51E+00	1.72E+00	8.30E+00	0	1	0	0	0	0	0	0	0	0	0	4
cell_7576	Epi-Ect	8P	-1.54E+00	3.29E+00	8.22E+00	0	0	0	0	0	0	0	0	0	0	0	4
cell_6808	Epi-Ect	8P	1.72E+00	3.33E+00	7.94E+00	0	0	0	0	0	0	1	0	0	0	0	4
cell_5694	Epi-Ect	8P	1.36E+00	1.65E+00	7.86E+00	1	0	1.58	2	0	0	0	1.58	0	0	1.58	4
cell_6026	Epi-Ect	8P	-1.81E+00	1.90E+00	7.53E+00	0	0	1	1	0	0	0	1	0	0	0	4
cell_6476	Epi-Ect	8P	2.73E+00	-1.80E+00	8.05E+00	0	0	3.17	3.17	0	0	1	1.58	0	0	0	4
cell_6546	Epi-Ect	8P	-1.20E+00	2.50E+00	8.49E+00	0	0	1	2.58	0	0	0	1	0	0	0	4
cell_7264	Epi-Ect	8P	4.76E-02	7.92E-01	7.55E+00	0	0	1.58	2	0	0	0	1	1	0	0	4
cell_6637	Epi-Ect	8P	-2.33E+00	2.83E+00	8.04E+00	1	0	1	0	0	0	2.32	0	0	0	0	4
cell_5667	Epi-Ect	8P	8.37E-01	1.90E-01	7.80E+00	0	0	0	2.32	0	0	0	0	0	0	0	4
cell_7438	Epi-Ect	8P	1.90E+00	1.28E+00	8.28E+00	0	0	1	2.32	0	0	0	1.58	0	0	2	4
cell_6035	Epi-Ect	8P	-1.70E+00	2.17E+00	7.53E+00	1	0	1.58	3.91	0	0	0	1.58	0	0	1.58	4
cell_6046	Epi-Ect	8P	3.34E+00	2.18E-01	7.62E+00	1.58	0	2	3.32	0	0	0	2.32	0	0	0	4
cell_6341	Epi-Ect	8P	3.56E+00	7.95E-01	7.70E+00	1.58	0	2.32	4.39	0	0	0	1.58	1	0	1	4
cell_6594	Epi-Ect	8P	2.57E+00	-2.01E-01	8.34E+00	0	0	2	3.91	0	0	0	1.58	1	0	1.58	4
cell_5540	Epi-Ect	8P	3.37E+00	7.03E-01	8.28E+00	2.58	0	1.58	3.32	0	0	0	1.58	0	0	3.17	4
cell_5787	Epi-Ect	8P	-2.43E-01	2.78E+00	8.40E+00	2.58	0	0	3	0	0	0	1.58	1	0	3.17	4
cell_5857	Epi-Ect	8P	1.26E+00	2.50E+00	7.69E+00	0	0	1	3.32	0	0	0	1.58	0	0	1	4
cell_5860	Epi-Ect	8P	-6.40E-01	1.80E+00	7.75E+00	2.32	0	2.58	3.46	0	0	0	2.58	0	0	0	4
cell_5933	PS-Mes	8P	3.72E+00	3.62E-01	8.41E+00	0	0	3.32	4.09	0	0	0	2	0	0	2.81	3
cell_6221	PS-Mes	8P	1.93E+00	2.57E+00	8.41E+00	2	0	0	3.46	0	0	0	1.58	0	0	3	3
cell_6274	PS-Mes	8P	3.39E+00	7.86E-01	7.78E+00	1.58	1	0	4.46	0	0	0	2	0	0	1	3
cell_6291	PS-Mes	8P	9.63E-02	9.20E-01	7.74E+00	0	0	1	3	0	0	0	1.58	0	0	0	3
cell_6317	PS-Mes	8P	-1.42E-01	4.21E+00	7.86E+00	1	0	1.58	2.32	0	0	0	0	0	1	1.58	3
cell_6349	PS-Mes	8P	-1.43E+00	1.91E+00	7.56E+00	1	0	2	2.32	0	0	0	1	0	0	0	3
cell_6474	PS-Mes	8P	1.82E+00	-1.43E+00	8.30E+00	1.58	1	0	3.58	0	0	0	1	1	0	2.32	3
cell_6499	PS-Mes	8P	7.63E-01	1.80E+00	8.08E+00	0	0	2	3.46	0	0	0	2.32	0	0	1.58	3
cell_6673	PS-Mes	8P	-2.57E+00	2.93E+00	8.30E+00	2.58	0	0	4	0	0	0	2.58	1	0	3.46	3
cell_7106	PS-Mes	8P	3.50E+00	1.26E+00	7.71E+00	0	0	1	3	0	0	0	2.32	0	0	2.81	3
cell_7260	PS-Mes	8P	-2.08E+00	3.03E+00	8.49E+00	0	0	0	2.32	0	0	0	1	0	0	1.58	3
cell_7308	PS-Mes	8P	2.86E+00	-2.68E-01	7.97E+00	1	0	0	2.32	0	0	0	2	0	0	1	3
cell_7502	PS-Mes	8P	1.19E+00	6.16E-01	7.73E+00	0	0	1	2.32	0	0	0	1	0	0	0	3
cell_7528	PS-Mes	8P	3.85E+00	1.40E-01	7.92E+00	0	0	2	2.81	0	0	0	2	1	0	1	3
cell_6178	PS-Mes	8P	2.75E+00	1.97E+00	8.49E+00	0	0	1	2.81	0	0	1.58	2.32	0	0	0	3
cell_5486	PS-Mes	8P	2.26E+00	-1.11E+00	7.54E+00	2.58	0	2.32	3.58	0	0	0	1	0	0	1	3
cell_5737	PS-Mes	8P	3.08E+00	1.77E+00	8.43E+00	2.32	0	3	4	0	0	1	3.32	0	0	2.58	3
cell_5797	PS-Mes	8P	1.39E+00	7.29E-01	8.49E+00	2	1	1.58	4.25	0	0	0	1.58	2	0	1.58	3
cell_6033	PS-Mes	8P	1.85E+00	-9.40E-01	8.49E+00	2.58	0	2	4.17	0	0	0	1.58	0	1	2.32	3
cell_6112	PS-Mes	8P	3.38E+00	-2.54E+00	7.92E+00	2.32	0	2.58	4.09	0	0	0	2.32	1	0	2.32	3
cell_6514	PS-Mes	8P	-1.30E+00	2.92E+00	7.53E+00	0	0	2	2.81	0	0	0	1	0	0	0	3
cell_7009	PS-Mes	8P	3.52E+00	-2.18E+00	7.92E+00	1.58	0	2.81	4.09	0	0	0	1	0	0	2	3
cell_7076	PS-Mes	8P	1.52E-01	2.32E+00	8.05E+00	2.32	0	1.58	4	0	0	0	2	2.32	0	3.58	3
cell_7157	PS-Mes	8P	3.71E+00	8.88E-01	8.27E+00	3.81	0	2	4	0	0	0	1	0	0	1.58	3
cell_7282	PS-Mes	8P	-2.32E-01	2.43E+00	8.03E+00	0	0	2	2.81	0	0	0	0	1	0	1.58	3
cell_7393	PS-Mes	8P	8.16E-01	3.68E+00	7.63E+00	1.58	0	1	2.58	0	0	0	1	1.58	0	2.32	3
cell_6137	PS-Mes	8P	1.77E+00	-1.22E+00	7.93E+00	0	0	2.32	3.7	0	0	0	1	0	0	0	3
cell_6270	PS-Mes	8P	3.72E+00	-1.05E+00	7.88E+00	2	0	0	3.17	0	0	0	1.58	1.58	0	1.58	3
cell_6599	PS-Mes	8P	2.90E+00	1.52E+00	8.48E+00	1	0	2.32	4.17	0	0	0	1.58	0	0	2	3
cell_5654	PS-Mes	8P	1.44E+00	-9.27E-01	8.19E+00	0	0	0	0	0	0	0	1.58	1	0	2.58	3
cell_5593	PS-Mes	8P	-2.32E+00	3.52E+00	8.33E+00	0	1	2	0	0	1.58	0	0	0	0	2.81	3
cell_6995	PS-Mes	8P	1.40E+00	-5.08E-01	7.88E+00	0	0	1	1	0	0	0	1.58	0	0	1	3
cell_6019	PS-Mes	8P	-2.06E+00	2.11E+00	7.94E+00	0	1	0	1.58	0	0	0	0	0	0	1.58	3
cell_6449	PS-Mes	8P	2.92E+00	-2.00E+00	7.55E+00	0	1	2	3	0	0	0	2	1	0	2.32	3
cell_6486	PS-Mes	8P	-1.64E+00	3.62E+00	7.65E+00	1.58	0	1	0	0	0	0	1.58	2	0	3.46	3
cell_6502	PS-Mes	8P	3.93E-01	2.94E+00	7.56E+00	0	0	1.58	0	0	0	0	1.58	1.58	0	4.09	3
cell_7430	PS-Mes	8P	-1.23E+00	1.56E+00	8.35E+00	0	1	0	0	0	0	0	1.58	0	0	2	3
cell_7280	PS-Mes	8P	2.79E+00	1.99E+00	7.98E+00	1	1	0	0	0	0	0	1.58	0	0	1	3
cell_7388	PS-Mes	8P	4.19E+00	-1.74E-01	7.57E+00	0	0	0	0	0	0	0	1.58	0	0	1.58	3
cell_5664	PS-Mes	8P	1.05E+00	2.77E+00	8.16E+00	0	0	2.32	0	0	0	0	0	0	0	3.32	3
cell_6357	PS-Mes	8P	1.56E+00	7.78E-01	7.79E+00	0	0	0	0	0	1	0	1	0	0	2.58	3
cell_6771	PS-Mes	8P	2.77E+00	2.16E-01	7.97E+00	0	0	0	0	0	0	0	2.32	0	0	2.32	3
