Genes	1AP	2A	2P	3A	3P	4A	4P	5A	5P	6A	6P	7A	7P	8A	8P
Cetn3	5	6.3	6.4	6.7	6.4	6.7	6.4	6.7	6.8	7.1	7	6.8	6.8	6.8	6.6
Cetn4	1.3	0.5	0	0	0	0	0	0	0.4	0.4	0	0	0	0.7	0
Cfb	0	0	0	0	0.2	0	0.3	0	0	0.9	0	0	0	0	0
Cfc1	1.4	2	0.8	2.3	1.5	1.6	2.1	0.8	1.8	2	2.7	2.9	4	3.1	3.7
Cfdp1	6.1	7.1	7.3	7.1	7.3	7	7.2	6.9	7.2	7.3	7.4	7.1	7.6	7.3	7.2
Cfhr1	1.2	0	0	0	0	0.2	0	0.3	0	0	0	0	0	0	0
Cfi	0	0	0.2	0.3	0.2	0.2	0.2	0	0	0	0	0	0	0	0.2
Cfl1	7.6	9.1	9.3	9.2	9.2	9.2	9.1	9.2	9.5	9.6	9.9	9.6	9.9	9.8	9.8
Cfl2	2.2	2.8	3.8	3.3	3.8	3.4	3.7	3.5	3.3	3.3	3.2	3.3	3.2	3.4	3.5
Cflar	7.1	7.3	6.9	7.3	7.2	7.2	7.4	7	7.1	6.8	6.7	6.8	7.4	7.2	6.8
Cfp	1.8	0.3	0.7	1.4	0.6	1.1	0.5	0.8	1.7	1.5	1.6	0.7	1.9	0.5	0.8
Cggbp1	2.4	2.7	2.4	2.9	2.8	3	3.2	3.1	3.2	3.2	3.5	3.1	2.7	3.2	3.5
Cgn	1.5	3.3	2.6	2.4	2.2	2.4	1.7	2.3	1.3	2.8	1.5	3.1	2.7	3.3	1.8
Cgnl1	1.9	2.7	2.2	2.9	2.1	2.7	2	2.4	2	2.5	2.1	2.5	2.3	2.4	1.2
Cgref1	1.5	2.6	2.7	2	1.7	1.8	0.7	1.6	1.6	1.6	0.5	1.9	2.1	2.3	1.3
Cgrrf1	0.7	1.7	2.7	1.5	2.6	1.8	2.4	2	3.3	2.2	3.6	0.7	2.2	3.6	3.6
Chac1	0	0.8	1.1	1.2	0.7	0.6	0.3	0	0.5	1	1.8	1.4	0	1.6	0
Chac2	1.5	2.2	2.1	2	2.1	2	2	2	2.6	2.4	2.6	2.3	1.3	3	2.5
Chaf1a	3.6	4.1	4.1	4.2	4.1	4.5	4.1	4.8	4.5	4.7	4.7	4.4	4.8	4.8	4.6
Chaf1b	3.2	4.7	5	4.7	4.7	4.6	4.4	4.5	4.7	5.1	5	5.5	5.3	5.4	5
Chchd1	5.6	7.4	7.7	7.9	7.6	7.8	7.4	7.6	7.7	7.9	8.3	7.3	8.2	8.2	8.1
Chchd10	4.8	6.4	6.6	6.6	6.3	6.6	5.9	6.6	5.8	6.9	6.2	6.3	6.8	6.6	6.5
Chchd2	8.6	9.6	9.7	9.7	9.7	9.7	9.6	9.6	9.7	9.7	10	9.9	10	9.8	9.9
Chchd3	4.4	4.8	5.4	5.5	5.4	5.5	5.4	5.4	5.4	5.7	5.8	6	5.3	5.6	5.5
Chchd4	4.7	5.8	6.3	5.7	6.1	5.9	5.8	6	5.9	6.2	6.4	6.3	6	6.3	6.1
Chchd5	2.2	3.3	2.8	3.9	3.4	4.1	4	4.2	4.1	4.5	4.4	4.3	4.6	4.6	4.6
Chchd6	2.9	4.8	5.5	5.1	5.3	4.9	5	4.7	4.9	5.3	5.6	5.2	5.8	5	5.1
Chchd7	4.8	5.9	6.5	6.2	6.3	6.2	6	6.2	6.3	6.3	6.7	6.5	6.7	6.6	6.6
Chd1	2.9	3.6	3.5	3.9	3.6	3.8	3.7	3.6	3.9	3.5	3.8	3.7	4	3.8	3.8
Chd1l	2.6	3.1	2.6	3.3	2.8	3.3	3	3.2	2.8	3	2.7	3.1	2.7	2.8	2.7
Chd2	1.3	2	1.8	1.9	2	2	2.1	2	2.5	2.3	2	2.4	2.3	2.3	2.3
Chd3	0.1	0.7	0.9	0.8	0.7	0.9	0.5	0.9	1.3	0.6	0.8	0.9	0.5	1.5	1
Chd4	4.7	5.2	5.4	5.2	5.5	5.2	5.5	5.2	5.3	5.4	5.2	5.2	5.6	5.5	5.1
Chd6	2.3	3.2	3.3	3	3.1	3.1	2.9	3.1	3.1	3.2	2.8	3	3.1	3	2.9
Chd7	1.4	2.2	1.9	1.8	1.9	1.7	1.8	1.6	2.8	1.9	2.3	2	2.3	2.2	2.5
Chd8	2.3	2.7	2.5	2.7	2.6	2.8	2.7	2.8	3.1	2.9	2.7	2.9	2.6	3	2.8
Chd9	1.9	2.1	2	2.1	1.8	2.2	1.6	2.2	1.2	1.8	0.7	1.9	1	1.8	1.3
Chek1	2.7	3.2	3.7	3.1	3.7	3.2	3.6	3.3	3.3	3.8	3.5	3.9	3.4	3.6	3.7
Chek2	2	3.4	3.6	2.5	3.6	3.3	3.6	4	3.3	4.1	4.3	3.2	2.9	3.5	3.4
Cherp	3.2	4.2	4.5	4	4.4	4.1	4.2	4.1	4.4	4.4	4.5	4.7	4.3	4.4	4.5
Chfr	2.4	2.6	1.8	2.4	2.4	2.8	2.9	3.2	2.4	2.4	2.8	2.7	2.7	2.7	3.2
Chga	1.1	2	2	0.9	2	1	2	1.1	1.1	2.9	1.6	1.5	1.3	2.8	1
Chi3l1	0	0	1.3	1	0.9	0.5	0.5	0	0	1.2	0	0	0.9	1.2	0
Chi3l4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chic1	1.3	1.4	0.8	1.4	1	1.3	1.1	1.2	1	1.6	1.1	1.3	0.7	0.9	1.2
Chic2	2.6	2.3	3.5	3.6	4	3.8	4.4	4	4.7	3.3	4.2	3.3	3.4	3.8	4.4
Chid1	1.8	2.3	2.1	2	2	2	1.9	2	2.2	2.5	1.8	2.5	2.7	2.9	1.9
Chka	3.4	4.2	3.4	3.4	3.6	3.5	3.8	3.5	3.6	4.2	3.8	3.9	3.6	4.1	4.1
Chkb	1.4	2.7	2.9	1.9	2.6	2.2	2.3	2.5	2.9	2.5	3.3	3.1	2.9	3.1	2.3
Chm	1.3	2.1	2.2	1.5	2.3	1.7	2.3	1.9	1.9	1.5	1.4	1.9	1.4	2.1	1.9
Chml	1.5	1.1	1.3	1.5	1.4	1.5	1.4	1.4	1.5	0.7	1.4	1.9	1.1	1.4	1.8
Chmp1a	1.9	3.9	4.5	3.9	4	4	3.5	4	4.1	4.7	4.8	5.1	4.4	4.7	4.8
Chmp1b	2.4	2.7	1.9	3.6	2.8	3.6	3.6	3.6	3.5	2.9	3.4	3.8	3.2	3.2	2.8
Chmp2a	3	5.2	5.1	5.1	5	5.1	4.8	5	5	5.7	5.6	5.3	5.7	6.1	5.5
Chmp2b	3.2	3.7	3.7	3.6	3.7	3.6	3.7	3.5	3.7	4.4	4	3.7	4.2	4.1	3.9
Chmp3	2.5	4.4	3.9	4.4	3.6	4.3	3.2	4.2	3.8	4.2	4.3	4.3	4.5	4.4	4.4
Chmp4b	2.4	3.6	3.2	3.1	3.4	3.3	3.6	3.4	3.8	2.7	3.5	4.3	4.2	3.7	3.8
Chmp4c	1.6	3.1	2.6	3.3	2.7	2.9	2.8	2.4	3	3.8	3	3.6	4.1	3.7	3.3
Chmp5	3.7	5.4	5	5.2	5.3	5.1	5.5	5	5.6	5.2	5.8	5.5	5.9	5.4	5.7
Chmp6	3.2	4.2	5	4.6	4.9	4.3	4.7	4	4.4	4.5	4.5	4	4.6	4.9	4.7
Chmp7	2	3.7	3.1	3.6	2.8	3.3	2.5	2.9	2.3	2.5	3.5	2.6	3.8	3.8	3.5
Chn1	1.2	2.4	2.4	2.5	1.9	2.4	1.4	2.2	1.9	2.3	2.5	1.8	2.3	2.5	2.6
Chn2	0.4	0.2	0.3	0.8	0.6	0.8	0.9	0.8	1.2	1	0.3	0	0.1	0.7	0.4
Chordc1	4	4.5	5.2	4.6	5	4.7	4.8	4.7	4.9	4.6	5.4	5.1	5	5.1	5.4
Chp1	1.7	3.2	3	3	3	3.3	3	3.5	3.1	3.4	4	3.6	3.9	2.9	4
Chpf	2.1	2.7	2.5	2.4	2.2	2.5	1.8	2.6	2.1	2.1	2.6	2.3	2.1	2.5	2.7
Chpf2	0.3	0.5	0.8	0.6	0.7	0.9	0.5	1.1	0.2	0	1.2	1.1	0	0.3	0.3
Chpt1	1.5	1.6	1.4	0.6	1.8	1.6	2.2	2.6	1.6	1	1.4	1.5	0.8	1.2	1
Chrac1	4.2	5.1	5.6	5.6	5.4	5.5	5.1	5.3	5	5.4	6.1	5.4	5.9	5.9	5.8
Chrd	0	0.4	0.3	0	0.2	0	0	0	2.2	0	0.9	1	0	0	0
Chrdl1	0	0	0.1	0.4	0.2	0.7	0.3	0.9	0.4	1.2	0.6	0.5	0.6	0.9	0.7
Chrna1	4.1	4.4	4	4.2	4.1	4.3	4.1	4.3	4.1	3.6	3.1	4.1	4.2	4	3.5
Chrna7	1.1	0.2	0.4	0.3	0.9	0.3	1.3	0.2	0	0.2	0	0.7	0.4	0	1
Chrna9	0	0	0	0	0.2	0	0.4	0	0	0	0	0	0	0	0
Chrnb1	0.4	0.4	0.2	0.5	0.5	0.4	0.7	0.2	0	0	0.2	0	0	0.3	0.2
Chst1	1.4	1.4	0.6	1.2	1.1	1	1.5	0.8	1.4	1.7	0.6	2.4	2	1.7	0.1
Chst11	0.7	0.6	0.3	0.5	0.2	0.6	0	0.6	0	0	0.5	1.1	0.5	1.1	0.5
Chst12	0.9	1.7	2.1	1.5	1.8	1.5	1.4	1.5	1.2	1.8	2.4	2.2	1.7	3.4	0.7
Chst14	0.8	1.5	1.2	1.4	1.2	0.9	1.2	0.4	2	1.8	1.6	0.6	2.1	0.6	1.2
Chst15	0.2	0.7	0.4	0.7	0.6	0.5	0.8	0.3	1.1	0.8	1.1	0.5	0.8	1.6	0.4
Chst2	0.6	0	0	0.1	0.2	0.2	0.4	0.3	0.5	0.5	1.6	0.2	0.8	1.4	1.4
Chst7	0	1.3	0	0	0.7	0.2	1.3	0.4	1.4	0	2	1	0.8	0.2	1.9
Chsy1	2.9	2.3	2.9	2.7	3	2.7	3	2.6	2.7	3.3	2.9	2.2	3.6	2.9	3.3
Chtf18	1.3	2.8	2.7	2.6	2.7	2.8	2.6	3	2.3	2.8	3.1	3.5	3.4	2.6	3
Chtf8	2.6	3.5	3.3	3.6	3.4	3.8	3.4	3.9	3.4	3.9	3.7	3.8	4	3.6	4
Chtop	4.1	4.8	5.1	5.1	5	5.2	4.8	5.2	5.2	5.4	5.2	5.3	5.4	5.5	4.7
Chuk	2.4	2.5	2.7	3.2	2.7	3.1	2.6	2.9	3	2.9	3.3	3.6	4.1	3.1	3.5
Churc1	8.8	9	8.8	9	9	9	9.1	9	8.9	8.8	8.7	8.7	9.1	9.1	8.6
Ciao1	2.5	3.4	4.2	4	4	3.8	3.7	3.6	3.3	4	4.1	3.6	3.3	3.4	3.8
Ciapin1	2.9	4.2	4	4.3	4	4.3	3.9	4.3	4.1	4.5	4.4	4.3	4.4	4.4	4.3
Cib1	4.2	5.2	5.8	5	5.4	5.2	4.9	5.4	4.8	5.3	5.5	4.9	6	6	5.1
Cib2	0	0.7	2.4	0	1.5	0.8	0.6	1.5	3.6	1.7	0	0	0.7	3	0
Cic	1.1	1.6	1.4	1.4	1.4	1.5	1.4	1.6	1.5	1.3	1.4	2.3	1.8	1.4	1.6
Cidea	0	0.4	0.7	0	0.8	0.2	0.9	0.4	1.8	0.4	0.5	0	1.4	0	0
Cideb	0.8	0	0	0	0.2	0	0.4	0	0	0	1.1	0	1	1.1	0
Cidec	0	0	0	0	0	0	0	0	0	0	0.7	0	0.5	0	0
Cinp	3.5	4.9	5.3	4.9	5.2	4.8	5.1	4.7	4.8	4.9	4.9	4.8	5.3	5.4	4.8
Cir1	2.4	3.7	3.8	3.6	3.6	3.7	3.4	3.8	3.8	3.5	3.6	4	4.5	4	4
Cirbp	0	2.8	2.8	3	2.5	3	2.1	2.9	3.3	3.4	3.3	3.5	3.5	3.3	1.8
Cirh1a	3.5	5.2	5.1	5.2	5.2	5.2	5.3	5.2	5.1	5.5	5.6	5.8	5	5.9	5.7
Cisd1	5.7	6.6	7	7.4	6.9	7.3	6.7	7.1	7.1	7.1	7.2	7	7.4	7.2	7.1
Cisd2	2.7	4.2	4.4	4.8	4.4	4.4	4.4	4	4.7	4.6	4.8	4.2	4.4	4.9	4.5
Cisd3	1.8	4.2	4.5	4	4.6	4	4.7	4	4.7	4.5	4.5	3.2	4.5	4.6	3.9
Cish	0.4	1	0	0	0.3	0.6	0.5	1.1	0.8	1.2	0.5	1.6	0.4	1.1	0.6
Cit	0.8	0.7	1.3	0.5	1.4	0.9	1.4	1.3	1.7	0.8	1.3	1.2	1.4	0.8	1
Cited1	1.7	1.9	3	0	2.7	1.1	2.4	2.1	2.8	3.5	3	4.2	3.6	5.1	3.1
Cited2	1.3	2.7	2.1	2.7	1.4	2.3	0.7	1.8	3.2	2.3	2.4	2.8	3.4	3.3	3
Cited4	0	0	0.9	0	0.5	0	0	0	0	0	0	0	0	0	0
Ciz1	0.9	2.5	2.6	1.5	2.2	1.8	1.8	2	1.9	1.9	1.8	1.5	1.3	2	1.9
Ckap2	2.3	3.9	3.6	3.1	3.6	3.3	3.6	3.5	3.1	3.6	3.6	3.3	4.2	3.7	3.9
Ckap2l	2.4	3.1	3.7	3.5	3.8	3.4	3.8	3.2	3.7	3.1	3.6	3.9	3.8	3.7	4.5
Ckap4	2.9	2.9	2.7	3.6	2.8	3.2	2.8	2.7	3.6	3.3	3.4	3.3	3.8	3.9	3.2
Ckap5	3	3.8	4	3.6	3.9	3.8	3.8	3.9	3.8	3.7	4.3	3.9	4.2	4	4.3
Ckb	2.8	3.7	4.5	4.4	4.1	4.1	3.7	3.8	3.6	4.3	4	5.1	4.4	5.7	5.3
Cklf	2	4.2	4.1	4.5	4.2	4.8	4.3	5.1	4.6	3.1	5.1	3.5	3.7	4.3	4.9
Ckmt1	0.6	1.1	0.9	1	0.8	0.8	0.7	0.5	1.6	0	0.6	0	0	2.4	1.6
Cks1b	7.7	8.9	9	9.1	9.1	9.1	9.2	9	9	9.3	9.4	9.2	9.3	9.2	9.3
Cks2	8	9.4	9.4	9.5	9.4	9.4	9.4	9.3	9.4	9.5	9.8	9.7	9.7	9.6	9.7
Clasp1	1.7	2.1	2.4	2.1	2.5	2.3	2.6	2.5	2.8	2.6	2.6	2.9	3.2	2.5	2.6
Clasp2	0.8	2.4	2.6	2.1	2.7	2.3	2.8	2.4	2.6	2.6	2.5	2.7	3	2.7	2.7
Clasrp	1.3	1.3	2.7	2.4	2.6	2.5	2.4	2.6	2.2	2.3	2.8	2.2	3.2	2.8	2.7
Clca5	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0.3	0
Clca6	1.4	0.9	1	0.7	0.8	0.5	0.6	0.3	0.6	0.1	0.4	0.5	1.2	0.6	0.2
Clcc1	1.3	1.5	1.7	2.1	1.9	1.8	2.1	1.5	2.7	1.7	2.7	2.3	2.1	1.5	1.5
Clcf1	0	0	2.4	0.7	1.2	0.7	0	0.6	1	1.5	0.4	0	0	0	0
Clcn2	0.7	1.6	1.1	1.1	1.2	1.2	1.3	1.3	2.4	1.2	1.8	1.9	1.5	1.9	1.1
Clcn3	2.3	2.9	2.7	2.7	2.8	2.9	2.9	3.1	2.6	2.8	1.9	3.2	2.9	2.9	2.3
Clcn4-2	1.2	1.6	0.8	2	1.2	2	1.5	2	2.4	1.6	2.1	1.9	1	1.9	1.6
Clcn5	1.1	0.7	0.4	0.3	0.4	0.8	0.4	1.3	1.2	1.1	1	1.3	0.8	1.7	1.1
Clcn7	0.8	1.9	0.8	1.7	1.2	1.8	1.6	1.8	1.8	1.5	1.1	1.5	0.5	2.3	2.2
Cldn1	0	0	1.2	0	0.6	0.1	0	0.1	0	1.2	0	0.3	0	0	0.5
Cldn10	0	0	0	2.1	0.6	1.1	1.1	0	0	0	0	0	0.9	0	0
Cldn12	0.8	1.8	1.5	2.2	1.6	2.4	1.7	2.6	2.1	2.2	1.7	2.3	2	1.7	2.1
Cldn2	0.3	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0
Cldn20	0	0.8	0	0	0	0	0	0	0	0	0	0	0	2.9	0
Cldn24	1.2	0	0	0	0	0	0	0	0	0	0.6	0	0	1.1	0
Cldn25	3	3.2	3.3	3.9	3.8	3.9	4.2	3.8	4	4.1	4.3	3.6	4.2	4.4	4.2
Cldn26	0	0.6	0	0	0	0.3	0	0.6	0	0.3	0.6	0	0	1.8	0
Cldn3	0.7	0.4	0.4	0.8	0.2	1	0	1.1	1.5	2.2	0	2.4	1.9	2.3	0
Cldn4	0.9	2.5	2.6	2.5	1.9	2.8	1.2	3	0.5	2.6	0.6	2.6	0.3	2.7	2.2
Cldn6	5.7	7	6.8	7.1	6.8	7.1	6.7	7.1	5.6	7.4	6.1	7.1	6.8	7.4	6.5
Cldn7	4.8	6.1	6.2	6.3	5.9	6.2	5.6	6	4.7	6.6	5	6	5.9	6.8	5.5
Cldn8	0	0	0	0	0	0	0	0	0	1.1	0	0	0	0.2	0
Cldn9	0	0.3	2	0.7	1.2	1.2	0.3	1.7	0	1.4	0.4	0.6	0	1	0
Clec16a	0	0.1	0.6	0.1	0.4	0.2	0.1	0.3	0.1	0.3	0.8	0.4	0.4	0.4	0.3
Clec18a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec1b	1.5	0	0	0.6	0	0.3	0	0	0	0.5	0	0	0	0	0
Clec2i	0	0	0	0.6	0	0.3	0	0	0	0	0	0	0	0	0
Clec2l	0	0	1	0	0.5	0	0	0	0	0	0.8	0	0	0	0.3
Clec4d	0.7	0	1.4	0	0.7	0	0	0	0	0	0	0	0	0	0
Clgn	0.4	0.4	0.9	0.9	0.5	1.1	0	1.3	1.1	0.2	1.2	0.5	0.8	0	0.7
Clhc1	3	4.7	4.6	4.7	4.4	4.4	4.1	4	4.2	5.1	4.6	4.4	4.8	4.6	4.8
Clic1	4	5.7	5.5	5.7	5.6	5.8	5.6	5.9	5.8	6.1	6.5	5.4	6.4	6	6
Clic4	3.5	4.7	4.4	4.4	4.4	4.8	4.3	5.1	4.7	4.7	4.6	5.1	5	4.7	4.6
Clic5	0.2	0	0	0	0	0	0	0	0.4	0.1	0.3	0.1	0	0.1	0.1
Clic6	0.5	0.9	1.2	0.7	1	0.7	0.7	0.6	0.6	0.8	1.1	2.3	0.9	1.7	0.9
Clint1	2.9	3.7	3.9	3.7	3.8	3.9	3.7	4	3.9	4.1	4.1	4.1	4	3.9	4.4
Clip1	2.1	2.1	3.2	3.3	3	3.2	2.8	3	2.8	3	2.8	2.5	2.1	3	3
Clip3	1.3	2.7	3.5	2.7	3.3	2.8	3	2.9	2.6	3	3.1	3	2.6	3	2.9
Clk1	4	5.2	5.1	5.2	5.1	5.3	5.1	5.4	5.1	5.2	5.3	5.3	5.5	5.6	5.5
Clk2	2.8	3.6	3.8	3.4	4	3.5	4.1	3.6	3.7	3.3	3.8	3.7	4.1	3.9	3.3
Clk3	2.5	3.3	3.4	3.1	3.3	3.1	3.1	3.1	3.6	3.3	3.4	3.6	4	3.4	3.3
Clk4	3.1	3.4	3.9	2.8	3.4	3.2	2.8	3.6	3.6	3.5	3.8	3.1	3.3	3.5	3.8
Clmn	0.2	0	0.3	0.3	0.3	0.3	0.2	0.3	0.5	0.3	0.4	0.1	0.3	0.1	0.6
Clmp	0.3	0	0	0.3	0.8	0.4	1.5	0.4	1	0.3	0.8	0.8	0.7	1	1.5
Cln3	0.7	1.2	2.1	2.2	1.7	2	1.2	1.7	2	2.1	1.9	2.4	1.7	1.9	1.8
Cln5	0.9	1.1	1.3	1.8	1.8	2.1	2.2	2.4	2.6	2.5	2.3	1.2	2.4	3.2	3.4
Cln6	1	2.1	0.7	1.8	1	1.6	1.2	1.3	1.5	2.1	1.8	1	1.2	2.5	1.2
Cln8	0.5	0.9	0.8	1.3	1.1	1.2	1.4	1.1	0.9	1.3	1.3	1.1	1.1	1.9	1.6
Clns1a	4.2	5.7	5.9	5.9	5.9	5.9	5.8	5.8	5.7	6.2	6.4	6	6	6.1	6.3
Clock	1	0.5	0.8	0.7	0.9	0.5	1	0.2	0.8	0.7	1.1	1	0.6	0.4	0.7
Clp1	3.2	3.9	3.5	4	3.7	3.9	3.9	3.7	4	4.7	4.3	4.3	4.2	3.8	4.5
Clpb	1.7	2.9	2.3	3.1	2.5	3	2.6	2.8	1.9	2.8	2.7	2.6	2.7	3	2.9
Clpp	4.8	6.2	6.3	6	6.3	6	6.2	6	6.2	6.5	6.5	6.2	6.7	6.6	6.4
Clps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clptm1	1.2	3.4	3.8	3.4	3.6	3.4	3.3	3.3	3.5	4	4.1	3.6	3.6	4.3	3.8
Clptm1l	2.6	3.3	3.8	3.7	3.6	3.7	3.4	3.7	4.1	3.5	4	3.6	3.6	3.9	3.8
Clpx	2.7	3.3	3.7	3.4	3.6	3.1	3.5	2.8	2.9	3.4	2.9	2.4	4	3.5	3.8
Clrn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clspn	2.9	3.2	3.4	3.1	3.4	3.4	3.4	3.6	3.3	3.8	3.5	3.5	3.7	3.3	3.3
Clstn1	0.3	1.5	1	1	0.9	1.2	0.7	1.3	0.6	0.9	1.1	1.4	1.7	1.3	1
Clstn3	1.3	2.2	2.4	1.4	2.1	1.7	1.8	1.9	1.5	1.8	1.3	1.6	2.6	1.7	1.8
Clta	6	6.9	7	6.9	6.8	6.9	6.6	6.9	7.2	7.3	7.3	7.2	7.4	7.5	7.2
Cltb	0	0.3	0.3	1	0.4	0.8	0.5	0.6	0.7	1.3	0	0	0.3	0.7	0.4
Cltc	3.4	4	4.1	4.2	4.1	4.4	4	4.6	4.6	4.3	4.6	4.7	4.6	4.6	4.6
Clu	0.5	1.8	1.3	2.1	1.7	2	2.1	1.8	1.7	2	1.2	1.8	0.8	1.8	0
Cluap1	2.1	3.3	3	2.6	3	3	3	3.4	2.9	3.2	3.3	2.8	3.2	3.3	3.7
Cluh	1.6	2.7	2.8	3	2.9	2.8	2.9	2.6	2.8	2.9	3.3	2.4	3.1	3	3
Clybl	2.6	3.7	4	3.6	3.5	3.4	3	3.2	3.2	3.8	4.3	3.3	3.9	3.5	4.4
Cmah	3.6	3.4	3.8	3.7	3.8	3.7	3.7	3.6	3.7	3.5	3.4	3.6	3.6	3.5	3.5
Cmas	3.1	4.3	4	3.9	4	4.3	3.9	4.6	3.9	4.5	3.4	4.6	3.5	4.2	4.5
Cmbl	0	0	0.4	0.5	1	0.3	1.5	0	0	0	0.6	0	0	0	0
Cmc1	2.3	3.8	3.6	3.2	3.4	3.4	3.2	3.6	3.4	3.4	3.9	3.6	3.4	3.7	3.8
Cmc2	3.3	4.1	3.6	4	3.8	3.9	3.9	3.8	4.5	4	4.3	3.8	4.1	4.1	4.5
Cmip	2.4	3	2.6	2.5	2.7	2.7	2.7	2.8	3.2	2.8	3.2	2.7	3.5	3.2	3
Cmklr1	0	0	0	0	0	0	0	0	0.2	0.1	0	0	0	0	0
Cml1	0	0	0	0.9	1.1	0.9	2.1	0.8	0	0	1.7	0	0	1.6	0
Cmpk1	3.6	3.9	3.5	4.7	3.7	4.5	3.9	4.3	4.4	4.1	4.7	4.1	4.6	4.7	4.9
Cmpk2	0.3	1.3	0.3	0.2	0.2	0.6	0	0.9	0.4	0	0	0.1	0.9	0	0
Cmss1	2.5	5	4.5	4.5	4.5	4.4	4.5	4.2	4.6	4.9	4.7	4.2	4.7	4.9	4.8
Cmtm3	0	0.8	0.3	0	0.5	0	0.7	0	0.7	0	0.4	0	0.7	0.2	1.3
Cmtm4	1.6	2.6	2.3	1.6	2.2	1.9	2.1	2.2	2.1	2.3	1.7	2.5	2.1	2.4	1.9
Cmtm5	0	0	0	0	0	0.8	0	1.5	1.3	0	0.6	0	0	0	0
Cmtm6	1.8	0.6	1.3	2.1	1.6	2.4	1.8	2.6	2.1	2.4	3	2.8	1.7	2.2	3.3
Cmtm7	2.7	3.3	3.7	3.4	3.8	3.5	3.9	3.5	4	3.7	3.9	4.2	4	3.4	3.9
Cmtm8	4	4.9	4.4	5.3	4.3	5.4	4.2	5.4	3.3	4.9	3.3	3.8	3.6	4.8	4.1
Cnbp	6.6	7.6	8.2	8	8.2	8	8.1	8	7.7	8.2	8.5	8.1	8.4	8.3	8
Cndp2	2.7	3.4	4.2	4.4	4	4.2	3.7	3.9	3.4	4	4.3	4.2	4.8	4.3	4.3
Cnep1r1	3.7	3.1	3.5	3.4	3.9	3.8	4.2	4.2	3.7	4.3	4.3	4.8	3.8	5.2	4.3
Cnih	5.6	5.7	6	6	6.1	6.2	6.2	6.4	6.6	6.2	6.7	6.3	6.3	6.6	6.6
Cnih2	1.8	2.7	3	3.4	2.5	3.5	2	3.5	3.4	2.9	2.7	2.7	2.7	2.5	2.5
Cnih4	3.7	4.2	4	4.4	4.4	4.4	4.7	4.3	4.8	4.2	4.8	4.2	4.5	4.9	4.5
Cnksr1	0	0.9	0.2	0	0.4	0	0.6	0	0	0.8	1	0.7	1.3	1.1	0.6
Cnksr2	0.3	0.3	1.1	1.1	0.8	1	0.5	0.8	1.2	0.5	0.7	1.3	0.4	0.2	0.5
Cnksr3	2.3	2.9	3.2	3	3.1	3	2.9	2.9	3.1	2.9	3.2	3	2.2	1.9	2.7
Cnn1	0.5	0	2.1	0.3	1.5	0.6	0.9	0.8	1	1.6	1.3	2.4	1.2	2	2.8
Cnn2	0.5	1.5	1.9	1.4	1.5	1.5	1.1	1.5	2.1	2	2.6	1.7	2.2	3.3	2.1
Cnn3	5	5.8	6	6.1	6	6.1	6	6	5.9	6.2	6.3	6.4	6.2	6.2	6.4
Cnnm2	0.3	1	0.7	1	0.9	0.8	1.1	0.5	0.8	0.6	0.6	0.7	0.3	0.9	0
Cnnm3	1.5	2.6	2.5	2.2	2.4	2.1	2.2	2	2.6	2.8	2.2	2.2	1.9	2.8	1.9
Cnnm4	1.1	2	1.5	2	1.9	1.8	2.3	1.6	1.3	1.5	1.9	1.9	2.2	1	0.8
Cnot1	2.8	4.3	4.2	4.1	4.1	4	4	3.9	3.9	4.4	4.2	4.2	4	4.1	4.4
Cnot10	1.6	2.7	3.3	3.5	3.2	3.3	3	3.1	3.1	3.8	3.8	3.5	3.8	3.9	3.7
Cnot11	2.1	2.8	3.7	3.5	3.7	3.4	3.6	3.3	3.4	3.4	2.6	4	3.7	3.6	3.3
Cnot2	3.2	4.6	4.6	4.4	4.6	4.4	4.5	4.4	4.1	4	4.8	4.6	5.1	4.8	4.9
Cnot3	2.1	2.9	3.1	3.3	2.9	3	2.7	2.7	3.4	3.3	2.9	3.3	3.8	3	3
Cnot4	3.1	3.9	3.7	3.8	3.7	3.7	3.7	3.5	3.7	3.3	4	4.1	3.7	4	4.7
Cnot6	3.6	4	3.1	3.7	3.7	4	4.2	4.2	3.8	4.2	4.6	4.8	4.5	3.7	4.8
Cnot6l	2.3	2.4	1.9	2	2.1	2.2	2.3	2.4	1.7	2.4	3	2.4	3.3	3.3	3.1
Cnot7	3.5	4.2	4.6	4.7	4.6	4.7	4.6	4.7	4.6	4.3	4.5	5	4.4	4	4.9
Cnot8	2.5	3.7	3.8	3.6	3.9	3.8	4	4	3.5	4.5	4.5	3.2	3.9	3.8	4.5
Cnp	0.7	1.8	1.8	1.4	1.6	1.5	1.4	1.6	1	2.1	1.5	1.3	1.8	1.5	2.4
Cnppd1	0.9	1.2	1.2	2.3	1.3	2.1	1.3	1.8	2.6	2.1	1.7	1.9	1.6	1.8	2.2
Cnpy2	5.5	6.4	6.9	6.7	6.9	6.8	6.9	6.8	7.2	7.3	7.4	6.9	6.7	7.2	7.8
