Genes	2EA(1)	2EP(1)	2EA	2EP	3EA	3EP	4EA	4EP	5EA	5EP	6EA	6EP	7EA	7EP	8EA	8EP
Flot2	0	0	0	0	1.4	2.4	2.2	1.4	2.9	0.4	4.8	1.4	2.4	0.9	2.5	2.3
Flrt2	1.6	2.7	1.6	2.7	0.7	0.7	0.7	0.8	0.7	0.9	1	0	0.2	0	0	0
Flrt3	3.4	3.2	3.4	3.2	2.3	2.8	3	3.2	3.6	3.6	1.7	2.8	4	3.1	4.4	3.6
Flt1	0.4	0.3	0.4	0.3	0.7	1.9	0.5	1	0.2	0	0.3	1	1.4	2.1	1.1	0.3
Flywch1	3.2	3.5	3.2	3.5	2.8	0	1.6	1.6	0.4	3.1	3	3.5	2	3.7	1.9	2.1
Flywch2	0	1.8	0	1.8	0	0	0	0	0	0	0	0	0	3.4	0	3.4
Fmn2	0	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	1.7
Fmnl2	2.1	0	2.1	0	1.5	0.5	1.5	1.2	1.5	1.8	0.4	2.1	1	2.5	1.5	2.4
Fmnl3	0	0	0	0	0	0.7	0.9	0.4	1.7	0	0	2.5	1.2	2	0	2.9
Fmo1	0	0	0	0	0	0	0	0.4	0	0.8	0	0.9	0	0	1.9	0
Fmo4	0	0	0	0	0	0	0	0	0	0	0	0.6	2.4	0	0.9	0
Fmr1	2.8	2.7	2.8	2.7	1.6	2.1	1.9	1.8	2.1	1.5	1.7	2.5	2.9	3.6	2.3	3.4
Fmr1nb	5.6	4.4	5.6	4.4	4.3	2.8	4.3	4.1	4.3	5.3	6.1	7	7.4	6.1	7.7	7.5
Fn1	0	2.2	0	2.2	0.4	1.1	0.4	1.2	0.4	1.2	0.7	3.5	1.9	4.1	3	4.6
Fnbp1	0	0	0	0	2.5	0	1.9	0	1.2	0	0	2.1	1.4	0	0.5	0
Fnbp1l	1.8	2	1.8	2	3.2	2.6	3	2.8	2.7	2.9	1.8	3.2	2.1	3.3	3.2	2.2
Fnbp4	0.5	2.7	0.5	2.7	2.5	1.8	2.9	2.3	3.3	2.8	1.3	4	2.3	3.5	2.6	4.2
Fndc3a	1.3	1.2	1.3	1.2	1.3	1.7	2.6	1.6	3.9	1.5	2.9	2.5	2.3	2.8	3.3	1.9
Fndc3b	1.2	2.6	1.2	2.6	1.7	0.6	2.2	1.3	2.7	1.9	0.5	2	1	2.8	2.3	0.8
Fndc3c1	0	0	0	0	0	0	0	0.1	0	0.2	0	0.6	0	2.6	0	1
Fndc4	1.4	2.8	1.4	2.8	3	0	1.9	0	0.8	0	3.5	1.6	1.7	2.7	0	0.8
Fndc5	0	2.4	0	2.4	0	0	0	0.5	0	1	0	0.5	0	2.3	0	0
Fnip1	0	1.2	0	1.2	1.6	0.2	1.7	0.2	1.7	0.2	0.2	0	0.8	1.5	2.3	0.6
Fnip2	0.3	0.5	0.3	0.5	0.7	0.4	1.1	0.4	1.4	0.4	0.7	0.9	0.4	0.3	1.3	1.5
Fnta	2.8	4.1	2.8	4.1	0	0	1.9	2.1	3.7	4.1	4.2	3.8	4.4	5.2	5.2	4.1
Fntb	0	2.5	0	2.5	0.9	0	1.6	0.4	2.3	0.7	1.5	1.1	2.7	3.8	2.7	4.1
Focad	0	0	0	0	0	0	0.2	0	0.3	0	0	1.7	0.4	0.8	0.7	0.6
Folh1	0	0	0	0	0	0	0	0	0	0	1.4	0	0	0	0	0
Folr1	3.9	5.9	3.9	5.9	4.7	4.8	5	5.4	5.3	6	6.6	7.8	6.6	5.2	7.8	7.4
Folr2	0	0	0	0	0	3.2	2.2	2.1	4.3	0.9	0	2.6	1.4	0	0	0
Fopnl	2.4	2.1	2.4	2.1	3.4	3.2	3.7	3.7	4	4.1	2.3	1.8	1.4	2.4	2.7	2
Fos	0	2.4	0	2.4	0	1.4	0.9	0.7	1.8	0	0	0	0	0	0.6	0
Foxa1	0.7	1.5	0.7	1.5	2.7	0	1.8	0.8	0.8	1.6	2.3	1.5	1.9	0.4	0.2	0.3
Foxa2	3.3	3	3.3	3	0	3.6	1.7	3.5	3.3	3.4	2.5	5.1	4.4	3.9	4.3	3.1
Foxa3	2.2	0	2.2	0	1.1	1.9	1.9	1.4	2.6	0.9	3.5	0.5	2.8	2.3	2.5	2.2
Foxd3	0	0	0	0	2.2	1.9	1.1	1	0	0	1.3	0	2.3	0.3	0	0
Foxh1	0	3.5	0	3.5	3.7	0	3.5	0.7	3.2	1.3	3	4.4	0.6	4.1	4.8	3.8
Foxi3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxj1	0	0	0	0	0	0.4	0.2	0.2	0.4	0	1.2	0.7	1.7	0	1.1	0
Foxj2	0	0.6	0	0.6	0	0	0	0	0	0	0	0.5	0.9	0	1.3	0.7
Foxj3	0.5	2.3	0.5	2.3	3.6	0	2.1	0.9	0.6	1.7	1.6	2.8	0	1.5	1.2	2.8
Foxk1	0	0	0	0	0	0.3	1	0.3	2	0.2	0.7	1.2	1.8	1.3	1.3	0.9
Foxk2	0	2.2	0	2.2	0	0.2	0	0.1	0	0	1.4	1.2	2.3	2.6	1.8	2.1
Foxm1	1.6	2.8	1.6	2.8	0	0	0.6	1.2	1.1	2.4	2.1	0.9	1.5	1.6	3.8	2.1
Foxn2	0	0.6	0	0.6	0.5	0.4	0.4	0.4	0.2	0.4	1.5	0.7	2.4	1.6	2.2	1.8
Foxn3	0.8	0	0.8	0	0	0	0	0	0	0	0	2.5	2.3	2.9	2.1	2.9
Foxo1	2.6	0.6	2.6	0.6	3	0.4	2.8	0.6	2.5	0.8	1.5	0.5	1.2	0.5	1.1	1.1
Foxo4	0.7	0.9	0.7	0.9	0.8	1.8	1	2.4	1.2	2.9	2.5	4	2.6	3.2	3.8	3.9
Foxp1	0	0.3	0	0.3	0.7	0.3	0.5	0.5	0.2	0.7	1.1	0.2	2.1	1.7	0.9	0.3
Foxp4	0.5	2.4	0.5	2.4	2.3	1.6	2.5	2.4	2.6	3.1	3.3	3.4	2.8	3	3.8	2.1
Foxq1	1.6	2	1.6	2	3.5	4.4	2.7	4.3	1.8	4.1	3.7	4.9	3.1	2.2	3.4	0.8
Foxr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxred1	0.9	0.7	0.9	0.7	3	0	1.8	0	0.5	0	0	3.4	3.2	3.4	3.6	4.1
Foxred2	0	0	0	0	0	0.2	0	0.8	0	1.4	0	0	0.1	0.1	0.2	2.3
Fpgs	3.9	0.7	3.9	0.7	0	2.4	1.7	2.1	3.4	1.7	0.6	4	1.7	3.3	3.8	0
Fpgt	0	0	0	0	0	0	0	0	0	0	0.2	2.4	0	0	1.1	0
Fra10ac1	0	0	0	0	0	2.1	2	2.6	4	3	3	3	2.2	5.3	2.9	3.4
Fras1	0	0	0	0	0	0.2	0.4	0.1	0.7	0	0.3	0.3	0.7	0.5	1.1	1.3
Frat1	0	0	0	0	0	0	0	0	0	0	1.9	0	1.1	3.4	1.1	0.4
Frat2	0	0.7	0	0.7	0	0	1.3	0	2.5	0	0	1.8	0	0	0.2	0
Frem2	0	0	0	0	0.4	0.2	0.2	0.1	0	0	0	1.3	0	0.2	0.6	0.8
Frg1	4.4	4.2	4.4	4.2	4.9	3.7	4.1	3.9	3.2	4.1	5.1	3.6	4.7	5	3.9	4.6
Frk	0	0.7	0	0.7	1.7	2.1	1	2.2	0.2	2.2	0	1.2	1.5	0.1	0	0
Frmd4a	1.8	1	1.8	1	1.1	1.5	1.3	1.9	1.4	2.2	1.5	1.4	1.8	0.5	1.9	1.7
Frmd4b	0	1.9	0	1.9	0	0.4	0	1	0	1.6	0.1	1	1.9	0.3	1.4	1.6
Frmd5	0.5	0	0.5	0	0	0.3	0	0.2	0	0	0	0	1.6	0	0	0
Frmd6	1.7	0	1.7	0	0	0.2	0	0.1	0	0	0	0.8	0.5	0.4	2	0.1
Frmd7	0	0	0	0	0	1.3	0.4	0.7	0.7	0	1.1	2.3	1.4	1.4	0.3	1.3
Frmd8	0	0	0	0	0	0	0	0.8	0	1.6	0	2.7	2.2	1.5	2.1	1.6
Frmpd1	0	2.1	0	2.1	0	0.4	0	0.2	0	0	0	0.7	0	1.2	0	0.1
Frmpd3	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0
Frrs1	2.2	2	2.2	2	0.9	0.8	1.6	0.9	2.3	1	1.4	3.5	1.8	1	3.7	2.5
Frs2	1.4	0	1.4	0	1.1	1.1	1.3	1.2	1.4	1.2	0	0.8	0.2	1	0.9	0.1
Frs3	0	0	0	0	0	0	0	0	0	0	0	1.1	1.6	1.5	3.5	1.4
Fryl	0	0	0	0	0	0.6	0.3	0.4	0.5	0.2	0.2	0.8	0.5	1.4	1.2	0.1
Frzb	0	0	0	0	0	0	0	0.2	0	0.4	1.6	2.9	2.5	3.9	1.3	2.9
Fsbp	0	0	0	0	0	0	0.2	0	0.4	0	1.5	0.3	0.7	0	1.5	0
Fscn1	4.4	4.1	4.4	4.1	4.4	3.6	4.3	3.9	4.1	4.2	4.6	4.5	4.1	5.2	4.4	3.5
Fsd1	0	0	0	0	0	0	0	0	0	0	0	2.6	0	2.7	0	0
Fsd1l	0	0	0	0	0	0	0.1	0	0.1	0	0	0	0	2.3	0	0
Fst	5.6	5.6	5.6	5.6	2.5	3.5	2.4	4.6	2.3	5.6	1.4	5.4	2.2	5.9	3	4.8
Fstl1	1	0	1	0	0	2.8	0	1.8	0	0.8	0.7	2.3	0	2.8	2.7	2.1
Fth1	7.3	8.7	7.3	8.7	6.5	7.3	7.4	8.1	8.3	8.9	9.1	10.5	9.8	9.4	11.2	11
Ftl1	8.8	9.6	8.8	9.6	8	7.9	8.3	8.6	8.5	9.3	9.7	10.8	9.4	10.4	10.8	10.8
Fto	0	0.5	0	0.5	0	1.6	0	2.3	0	2.9	0.2	3.2	1.3	2.4	2.2	0.4
Ftsj1	0	0.5	0	0.5	1.8	2.4	0.9	1.9	0	1.3	2.7	1.7	0.4	2.5	2	3.4
Ftsj2	0	1.6	0	1.6	0	0	0	0	0	0	0.5	1.2	3.7	3	2.6	3.7
Ftsj3	3.6	4.9	3.6	4.9	3.7	3.8	3.1	3.1	2.4	2.4	4.4	5.5	3.7	4.8	5	4.6
Ftsjd1	0	0	0	0	0	0	0	0	0	0	0.2	0.8	0.2	0	0	0
Ftsjd2	0.6	1.1	0.6	1.1	0	1.5	0.7	1.6	1.3	1.7	2.9	2.5	1.7	2.1	1.3	2.7
Ftx	0	0	0	0	1.3	0	1.7	0.5	2	1	0	0.4	2.7	0	2.1	0.6
Fubp1	2.8	2.7	2.8	2.7	2	2.4	2.3	2.7	2.5	2.9	4.1	4.6	4	4.4	3.7	4.2
Fubp3	0	2.8	0	2.8	3.5	1.6	2.8	2	2.1	2.4	0.8	3	1.3	3.8	2.6	2.6
Fuca1	2.8	1.4	2.8	1.4	0	0.8	0.2	0.9	0.4	1	0.9	1.8	0.5	2.7	2.1	2
Fuca2	0	0	0	0	0	0	0.7	0.4	1.4	0.7	1.7	1.6	1	0.2	0.8	2.4
Fuk	0	0	0	0	0	0	0	0	0	0	2.4	3	0.2	0.9	0	0.4
Fundc1	1	3	1	3	0	1.7	0.5	2.2	0.9	2.7	0.4	4	2.1	3.5	2.9	2.1
Fundc2	0	2.2	0	2.2	0	2.2	0.5	1.3	1	0.3	0	3.3	2.4	3	0.9	2.6
Fuom	0	0	0	0	0	0	0	0	0	0	1.1	0	0	2.7	0	0
Furin	0	0	0	0	0	0	0.2	0.4	0.3	0.7	1.6	2.8	2	1.4	2.8	2.4
Fus	4.8	2.9	4.8	2.9	4.3	4.2	4.2	4.4	4.1	4.6	4.7	5.7	4.3	5.2	4.7	5.1
Fut10	0	0	0	0	0	0	0	0	0	0	0	0.2	0	1.3	0	0.9
Fut11	0	0.5	0	0.5	0	0.6	0	0.7	0	0.8	1.1	2.3	1.4	1.3	1.4	0
Fut2	1.5	0	1.5	0	0	0	1.1	0	2.2	0	0.2	0	0.2	0	0	0
Fut8	6.7	6.6	6.7	6.6	7.2	7.4	7.1	7.3	7	7.2	7	5.6	6.6	6	6.1	6
Fut9	0.2	0.8	0.2	0.8	1.4	0.2	0.8	1	0.1	1.7	0.3	0.5	0.3	1.3	2	1
Fuz	0	0	0	0	0	0	0	0	0	0	0	0.8	1.8	0	0.5	0.9
Fv1	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0
Fxn	3.6	4.6	3.6	4.6	1.7	0.9	2.6	2	3.5	3	0.6	3.9	0.6	4.4	3.9	3.8
Fxr1	2.5	3	2.5	3	3.7	2.5	3.1	3.3	2.5	4.1	3.1	5.6	2.7	4.6	3.7	3.6
Fxr2	1.8	3.3	1.8	3.3	0	2	1.7	2.8	3.3	3.6	4	2.9	2.9	4.5	3.1	3.9
Fxyd1	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0
Fxyd2	0	0	0	0	0	0	0	0	0	0	4.2	6.6	3.7	5.3	6.8	3.3
Fxyd3	5.6	0	5.6	0	2.8	0	1.4	1.5	0	3	0	1.7	2.4	0	0	0
Fxyd5	0	4.1	0	4.1	2.4	0	3.3	1.9	4.1	3.8	1.2	1.7	0	0	0.9	0
Fxyd6	1	0	1	0	0	1.3	0	0.7	0	0	0.4	3	2.2	2.3	0.9	0.8
Fxyd7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fyco1	0.5	0	0.5	0	0	1.1	0.2	1.2	0.3	1.2	0.6	1.1	0.7	0.9	0.9	1.8
Fyn	1.4	0	1.4	0	0	0	0	0	0	0	1.5	0	0	0.8	1.1	1.3
Fyttd1	2.9	1.7	2.9	1.7	0.6	1.9	2	1.8	3.4	1.7	2.3	3.6	2.6	3.5	2.9	3.9
Fzd1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0.7
Fzd10	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0
Fzd2	0	1.6	0	1.6	2.2	2.3	1.4	1.8	0.5	1.3	2.8	2.2	2.5	3.5	0.3	3
Fzd3	0	0	0	0	0	0.5	0.4	0.3	0.7	0	0.1	0	1	1.1	0	0.3
Fzd4	0.6	0	0.6	0	0	0	0	0	0	0	0	0.2	0	0.5	1.9	0
Fzd5	3.5	2.2	3.5	2.2	3.1	2.1	2.7	1.8	2.3	1.5	2.1	2.2	3.5	0.9	1.4	0
Fzd6	0	0	0	0	0	1.2	1.1	0.6	2.2	0	0.2	0	0.9	0	1.6	1.2
Fzd7	0.8	0.7	0.8	0.7	0	2.4	0.6	1.9	1.1	1.4	1.4	1.3	1.5	3.2	2.1	1.2
Fzd8	0	0	0	0	3.7	0.6	3.2	0.3	2.6	0	3.3	0	1.6	0	0.3	0
Fzd9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fzr1	4.7	0.7	4.7	0.7	3.2	2.6	3.4	2.5	3.6	2.4	2.7	3.5	3.7	3.9	3.1	3.6
G0s2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G2e3	2.8	2.3	2.8	2.3	1.9	1.1	2.1	1.3	2.3	1.4	2.3	1.3	3	2.8	3.3	1.1
G3bp1	4.5	4.8	4.5	4.8	3.5	3.9	4.4	3.9	5.2	3.8	5.1	6	5.1	6.2	5.9	6
G3bp2	4.5	3	4.5	3	2.9	3.6	3.5	3.7	4	3.7	3.7	4.6	3.9	4.7	4.5	4.4
G530011O06Rik	0	0.7	0	0.7	0	2	1.1	1.6	2.2	1.1	3.7	1.2	2.8	1.8	2.3	2.4
G630025P09Rik	0	0	0	0	0	0.5	0.5	0.3	1	0	0	0.4	0	0.7	2.1	1
G630055G22Rik	0	0	0	0	3	0	1.5	0	0	0	0	0	0	0	0	0
G630090E17Rik	0	0	0	0	0	0	0	0	0	0	0	2.8	0.9	0.7	0.5	0
G6pc3	1.2	1.6	1.2	1.6	1.3	0	2.3	0.8	3.3	1.5	2.8	4.6	4.3	3.7	4.7	4.7
G6pdx	2.2	2.1	2.2	2.1	0	1.9	0.8	1	1.5	0	2.6	3.6	3.7	2.9	2.6	1.8
Gaa	1.8	0.5	1.8	0.5	0.7	0	1	0.4	1.3	0.8	3.4	3.7	1.8	1.8	2.7	3.7
Gab1	1.1	0.7	1.1	0.7	2.3	1.5	2.2	0.8	2	0	4	1.5	2.8	2.2	3.2	3
Gabarap	5.5	4.6	5.5	4.6	4	4.6	4.7	4.7	5.4	4.8	4.8	7.3	5.8	5.3	6.4	7.1
Gabarapl1	1.1	0	1.1	0	0	1	0	1.3	0	1.6	0.7	2.8	2.3	2.5	4.2	2.6
Gabarapl2	6	3.8	6	3.8	3.5	3.9	3.4	3.6	3.2	3.3	3.6	5.1	5.2	4.2	4.2	6.1
Gabbr1	0	0	0	0	0	0.7	0	0.4	0	0	0	0	1.6	1.8	1.5	0
Gabpa	1.5	0.4	1.5	0.4	0	0.4	0.9	1.2	1.8	1.9	2.2	2.9	1.1	2.4	2.4	1.3
Gabpb1	0	2.8	0	2.8	0	0.8	0.8	1.5	1.6	2.2	1.1	3.7	2.4	3.8	3.3	0.6
Gabpb2	1.9	1	1.9	1	0.3	0.3	0.2	1.5	0	2.6	2.1	1.6	0.9	1.4	1.5	3
Gabra3	0	1.1	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0
Gabra4	0	0	0	0	0	0	0.2	0	0.3	0	1.5	0	0.2	0	0	0
Gabrb2	1.8	0	1.8	0	1.4	2	1.5	1	1.5	0	0.2	0	0	0	0	0.5
Gabrb3	0	0	0	0	0	0.2	0	0.1	0	0	0.3	0	0	0.3	0	0.2
Gabrr2	0	0	0	0	1.2	0	0.6	0	0	0	0	0	0	0	0	0
Gadd45a	0	0	0	0	0	0	0.4	0	0.8	0	0	2.4	1.9	0	0	0.8
Gadd45b	2.1	2.2	2.1	2.2	4	3.2	2	3.8	0	4.3	0	0.4	1.2	0	3	0
Gadd45g	0	0	0	0	0	0	0	2	0	4	0	2.3	0	1.9	2.1	1.5
Gadd45gip1	2.1	2.6	2.1	2.6	3.5	1.6	3.8	2.1	4.1	2.6	2.6	4.6	3.5	5.4	4.3	4.4
Gak	2.2	0	2.2	0	1.3	1.8	1.4	2	1.5	2.1	3.1	1.3	2.6	1.9	3.5	3.7
Gal3st1	0	0	0	0	0	0	0	0	0	0	1.8	1.8	0	1	2.2	0.9
Gal3st4	0	0	0	0	0	0	0.2	0	0.3	0	0	0	0	0	0	0
Galc	0	0.8	0	0.8	0	1	0.2	0.5	0.3	0	1.8	0.3	0.9	0.9	1.4	0
Gale	0	3	0	3	2.5	0	2.1	1.8	1.7	3.6	0.5	3.2	1.7	0	1.6	3.3
Galk1	5.9	5.1	5.9	5.1	4	4.8	4.7	5.5	5.3	6.2	5.8	7.2	6.2	6.6	7	7
Galk2	0	2.7	0	2.7	0	0	0.4	0.6	0.7	1.2	1.1	1.7	2.5	2.5	3	2.5
Galm	3.3	0.7	3.3	0.7	0	0	0.3	0.3	0.5	0.5	0.8	3.6	1	2	2.6	3.1
Galns	0	0	0	0	0	0.8	0	0.7	0	0.5	3.5	2.2	1.5	2.7	2.3	0.8
Galnt1	2.6	2	2.6	2	2.7	1.4	2.5	1.8	2.3	2.2	3.4	3.6	2.3	3.7	4.1	3.2
Galnt10	0.5	0.4	0.5	0.4	0	1.3	0	1.1	0	0.9	1.3	1.3	0.8	1.5	1.7	1.1
Galnt11	0.8	0	0.8	0	0	0.4	0.2	0.2	0.4	0	0	0.9	0	0.9	2.5	2.7
Galnt12	0	0	0	0	3.5	2.1	2.8	1.1	2	0	2.4	1.2	1.6	1.4	0.9	0.5
Galnt13	0	0	0	0	0	0	0.1	0	0.2	0	0.2	0.4	1.1	0.2	0	0
Galnt14	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	0	0
Galnt16	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0
Galnt2	1.5	3.8	1.5	3.8	1	1.2	1.1	1	1.1	0.7	2.3	2.2	1.8	1.8	2.6	3.1
Galnt3	0	0	0	0	0.7	1.6	1.3	0.8	1.8	0	2.2	1.4	1	1	1.7	0.4
Galnt4	2.1	0	2.1	0	0	0	0	0	0	0	0.1	0.2	0	0	0	0
Galnt7	2	0.4	2	0.4	0	0.5	0.1	0.4	0.2	0.3	0.3	2.8	2	2.4	3.4	3.5
Galnt9	0	0	0	0	0	0	0	0	0	0	1.5	0.4	0	0	0	0
Galt	0	1.3	0	1.3	0	0	0.7	0	1.4	0	0	1.7	2.5	0.6	2.3	2.2
Gamt	3.8	3.5	3.8	3.5	0	0	0	0	0	0	0.7	0	0	0	3	4.4
Gan	0	2.3	0	2.3	0	0	0	0	0	0	0	1.4	0	1.8	0.6	0
Ganab	2.7	3.6	2.7	3.6	1.9	3	2.4	3.3	2.8	3.6	3.6	4.3	4	3.7	5	5
Ganc	1.3	0	1.3	0	0	0.6	0.1	0.4	0.2	0.2	1.1	0.2	0	0.1	0.2	0.2
Gap43	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0
Gapdh	8.9	8.5	8.9	8.5	7.9	7.3	8.1	7.8	8.3	8.3	8.7	9.8	8.9	9.7	9.5	9.6
Gapvd1	2.6	2	2.6	2	2.3	2.3	2	2.4	1.6	2.4	1.3	3.4	2.2	3.3	3.6	3.3
Gar1	5.4	3.7	5.4	3.7	0	3.2	1.8	3.3	3.5	3.3	4.5	3.7	4.7	5.2	4.6	4.5
Garem	0	0	0	0	0	0	0	0	0	0	0.2	0.8	0	0.6	0.4	2.1
Gars	4.2	4.4	4.2	4.4	3.5	2.9	4.2	3.9	4.8	4.9	3.1	5.6	4.9	5.5	4.8	5.7
Gart	1.9	1.8	1.9	1.8	0	4	1.7	3.6	3.4	3.1	3.3	3.5	2.9	5.2	4.1	4.8
Gas1	0	0	0	0	0	0.6	0	0.3	0	0	0	1.4	1.8	4.3	0	2.9
Gas2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gas2l1	1.7	3.7	1.7	3.7	0	0.8	0.9	0.6	1.7	0.4	2.2	3.3	3	2.2	3.5	2.4
Gas2l3	6.6	6.7	6.6	6.7	6.9	6.6	6.9	6.8	6.9	6.9	6.9	7.5	7.6	8	6.6	7.3
Gas5	4.1	3.7	4.1	3.7	3.5	3.8	3.5	4.2	3.5	4.5	4.8	5.9	5.5	5.7	5.5	5.8
Gas6	0.8	0.6	0.8	0.6	0	1.8	1.4	1.8	2.8	1.7	2.5	0	1	1.4	1.6	0.2
Gas8	1.7	0	1.7	0	1.9	1.1	1	1.5	0	1.9	2.8	2.8	0	2.1	2.5	1.9
Gata1	0	0	0	0	0	0	1.7	0	3.3	0	0	0	0	0	0	0
Gata2	0	0.5	0	0.5	0.7	0	1.8	1.1	2.9	2.1	0.2	0	0	1.4	0.1	1.1
Gata3	0	0	0	0	0	0	0.7	0.8	1.3	1.6	0.9	0.6	0.4	0	0	0
Gata4	1.9	3.8	1.9	3.8	3.1	1.3	3.4	2.1	3.6	2.9	3.8	4.6	4.7	4.6	5	4.5
Gata6	3.3	4.4	3.3	4.4	2.4	3.3	1.7	2.8	1	2.3	1.8	2.6	3	3.2	2.9	2.2
Gatad1	1.7	4.4	1.7	4.4	2.6	0.8	2.1	1.9	1.5	2.9	4.2	4.9	3.5	4.4	3.8	4.8
Gatad2a	1.5	2.3	1.5	2.3	0.5	1.6	1.6	1.9	2.6	2.2	2.4	3.9	2.4	3.5	3.5	2.7
Gatad2b	0	3.2	0	3.2	0	1.5	1	2	2	2.5	1.1	3.8	0.4	4.3	3.1	4.2
Gatc	2.4	3.1	2.4	3.1	0	0	0	0	0	0	0	3	0.4	3	2.1	3.4
Gatm	0	0	0	0	0	0	0	0.4	0	0.8	2.4	0	2	0.5	1.2	0
Gatsl2	0	0	0	0	0	0	0	0	0	0	0.3	1.8	0	0.7	2.9	1.1
Gatsl3	0	0	0	0	0	0	1.7	0	3.3	0	0	2.5	0	2.1	2	3.2
Gba	1.7	4.9	1.7	4.9	0	1.3	0	0.7	0	0	1.4	3	1.5	2	4.5	4.1
Gba2	0	0	0	0	2.4	0	2.3	0	2.1	0	0	3.4	2.5	2.1	3.5	1.6
Gbas	0	1.6	0	1.6	2.7	1.4	1.4	1.5	0	1.6	1.7	2.3	1.7	2.7	3.3	3.4
Gbe1	1.5	0	1.5	0	0	0	0	0.5	0	0.9	0	2.2	0	0	1.5	2.7
Gbf1	0.4	0.7	0.4	0.7	0	1.1	1	1.6	1.9	2	2.5	3.5	1.8	2.2	1.6	3.1
Gbp11	0	0	0	0	0	0	0	0	0	0	1.2	0	0	0	0	0
Gbp9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gc	0	0	0	0	0	0	0	0	0	0	0	0	1.1	1.6	0	1.2
Gca	0.6	0	0.6	0	0	0.3	0	0.2	0	0	1.6	1.1	0	1.4	1	2.2
Gcat	3.8	4.8	3.8	4.8	1.5	2.6	2.7	3.7	3.9	4.8	4.8	5.9	4.3	5	5.6	6
Gcc1	0	0	0	0	0	0.7	0	0.5	0	0.3	1.2	0	0	1.2	0.1	0.1
Gcc2	1.1	1.8	1.1	1.8	1.4	1.7	1.9	2.3	2.4	2.8	2.5	3	2.3	3.2	3	3.1
Gcdh	0	3.6	0	3.6	1	2.3	1.7	2.1	2.4	1.8	3.5	3.2	2.3	3.2	3.6	0.7
Gcfc2	0	0	0	0	0	0	0	0	0	0	0	0.6	0.4	1	0.9	1
Gcgr	0	0	0	0	0	0	1	0	2	0	0	3	2.3	2.2	3.4	2.4
Gch1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gchfr	0	0	0	0	0	4.1	0	2.1	0	0	4.4	0	0	0	4.1	0
Gckr	2.2	2.8	2.2	2.8	0	0	1.5	0	2.9	0	2	0	2.5	0	1.3	0
Gclc	0	2.8	0	2.8	3.6	1.5	2.9	1.9	2.1	2.3	0.6	3.1	2	1.9	1.7	2.4
Gclm	1.5	3.2	1.5	3.2	0	2.2	1.6	2.5	3.2	2.8	1.6	1.5	2.2	1.6	2.4	3.5
Gcn1l1	0.3	2.1	0.3	2.1	1.9	1.2	2	1.9	2	2.5	2	3.1	1.8	2.6	3	2.6
Gcnt1	1.1	1.6	1.1	1.6	0	1.3	0.2	1.1	0.4	0.8	0	1.3	1	0.5	0.5	1
Gcnt2	0	0	0	0	0	0.3	0	0.3	0	0.3	0.9	0.6	0	0.6	2.5	0
Gcsh	5.4	5.1	5.4	5.1	6.4	6	6.3	5.9	6.1	5.8	6.8	7.7	6.6	7	7.4	7.9
Gdap10	0	0.6	0	0.6	0	0	0.9	0.2	1.7	0.4	0.5	0	1.1	1	2.8	0.2
Gdap1l1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.8	0
Gdap2	0	2.6	0	2.6	0	0	0	0	0	0	1.2	2.5	1.4	3	2.6	3.1
Gde1	3.3	3.3	3.3	3.3	1.3	2.4	2.3	2.9	3.2	3.3	1.6	3.8	4	5.1	3.9	3
Gdf1	0	2.7	0	2.7	0	0	0	0	0	0	1.4	3.6	0	2.9	0	0
Gdf3	0	2.5	0	2.5	0	0	0	0	0	0	0	0	1	0	0	0
Gdi1	0	1.7	0	1.7	2.6	2.1	2.1	1.1	1.5	0	2.5	3	2.1	1.6	3.4	3.9
Gdi2	4.4	4.1	4.4	4.1	2.8	3.2	3.6	3.6	4.3	3.9	5.7	5.9	5.3	6.2	5.9	6.2
Gdpd1	0	1.5	0	1.5	1.5	0	0.8	0	0	0	0	0	1.4	0	2.7	0
Gdpd2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Gdpd3	0	1.3	0	1.3	0	0	0	0	0	0	0	0	1.1	1.7	1.1	0.6
